"","dist90.counts","dist90.breaks.1.16."
"1",0.0537634408602151,0
"2",0,5
"3",0.010752688172043,10
"4",0.021505376344086,15
"5",0.032258064516129,20
"6",0.10752688172043,25
"7",0.236559139784946,30
"8",0.172043010752688,35
"9",0.129032258064516,40
"10",0.172043010752688,45
"11",0.0537634408602151,50
"12",0,55
"13",0,60
"14",0,65
"15",0.010752688172043,70
"16",0,75
