"","dist00.counts","dist00.breaks.1.12."
"1",0.0307692307692308,0
"2",0.00769230769230769,5
"3",0.0153846153846154,10
"4",0.0230769230769231,15
"5",0.107692307692308,20
"6",0.230769230769231,25
"7",0.330769230769231,30
"8",0.169230769230769,35
"9",0.0615384615384615,40
"10",0.00769230769230769,45
"11",0.0153846153846154,50
"12",0,55
