"","dist80.counts","dist80.breaks.1.13."
"1",0.0540540540540541,0
"2",0,5
"3",0,10
"4",0.027027027027027,15
"5",0.027027027027027,20
"6",0.0405405405405405,25
"7",0.135135135135135,30
"8",0.162162162162162,35
"9",0.216216216216216,40
"10",0.243243243243243,45
"11",0.0540540540540541,50
"12",0.0405405405405405,55
"13",0,60
