"Country","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998"
"Chile",59.0612754821777,62.9152450561523,55.9855690002441,53.1765403747559,55.3587341308594,57.5785751342773,60.6749725341797,64.594856262207,69.3394241333008,76.2202377319336,78.7610855102539,84.9079132080078,94.3893356323242,100.608444213867,105.669250488281,115.109001159668,122.939765930176,132.071594238281,137.783142089844
"Colombia",105.636444091797,108.041656494141,109.066345214844,110.782997131348,114.494987487793,118.052467346191,124.927940368652,131.635238647461,136.985122680664,141.661926269531,147.727874755859,150.684814453125,156.779907226562,165.22314453125,174.830307006836,183.925750732422,187.707000732422,194.145904541016,195.25212097168
"Ecuador",29.4122943878174,31.0631656646729,31.2541561126709,31.1488704681396,31.9666137695312,33.2244987487793,34.3756561279297,34.2865905761719,36.3062286376953,36.6713905334473,38.020866394043,39.652473449707,40.4908485412598,41.2898216247559,43.0480422973633,44.0177230834961,44.7799987792969,46.7180213928223,48.2440795898438
"Guyana",1.56995379924774,1.59344303607941,1.38326573371887,1.2893089056015,1.22447299957275,1.25385630130768,1.24256408214569,1.25373959541321,1.20743238925934,1.14806687831879,1.11285006999969,1.18026506900787,1.27182865142822,1.37580192089081,1.49319112300873,1.56832027435303,1.69308841228485,1.79773259162903,1.76754677295685
"Paraguay",10.0391988754272,10.9598398208618,10.8066635131836,10.4778575897217,10.7729768753052,11.2602529525757,11.8193054199219,12.7154817581177,13.4676494598389,14.4016580581665,14.9954795837402,15.5193691253662,15.7826442718506,16.5617332458496,17.4424724578857,18.6325397491455,18.9257755279541,19.7287044525146,19.7421283721924
"Peru",64.7115097045898,68.3043212890625,68.1521911621094,61.0588531494141,63.2620315551758,64.5659484863281,70.6519088745117,77.5236206054688,70.2043991088867,61.5608062744141,58.4934997558594,59.7916221618652,59.4684410095215,62.5867156982422,70.2901153564453,75.4995956420898,77.6128082275391,82.6396484375,82.3160858154297
"Suriname",2.46013641357422,2.63480615615845,2.52414417266846,2.4257025718689,2.37961435317993,2.42720651626587,2.44662427902222,2.29493355751038,2.47393846511841,2.57784390449524,2.46184110641479,2.52831077575684,2.53842401504517,2.36834955215454,2.44887351989746,2.44887351989746,2.47336220741272,2.61434388160706,2.67447376251221
"Uruguay",21.4433250427246,21.7777462005615,19.6527004241943,17.6335029602051,17.4320201873779,17.6876659393311,19.2459163665771,20.7842674255371,21.0920696258545,21.3249053955078,21.3883171081543,22.1452083587646,23.9016761779785,24.5368728637695,26.323486328125,25.9424285888672,27.3894844055176,29.7306499481201,31.074146270752
"Venezuela",161.688095092773,161.101470947266,157.765045166016,151.825485229492,154.015060424805,154.312774658203,164.359085083008,170.245849609375,180.156478881836,164.71728515625,175.37109375,192.434494018555,204.096939086914,204.658996582031,199.850509643555,207.747940063477,207.336944580078,220.546234130859,221.194763183594
"Europe",9978.10894465446,10003.4697778225,10091.4742286205,10292.6578919888,10569.2674717903,10853.2578306198,11146.2307493687,11461.348051548,11932.0991046429,12359.7164974213,12671.0129823685,12798.4132575989,12892.5318424702,12863.0048179626,13224.0508856773,13574.648958683,13850.3279151917,14258.9043364525,14684.3336691856
"European Union 28",9382.50896048546,9397.59793710709,9488.4356815815,9678.41915631294,9930.55087137222,10187.5276010036,10462.1794829369,10765.2712705135,11222.9123642445,11612.5244522095,11908.2897763252,12040.2194199562,12138.8169574738,12111.8342399597,12451.8741602898,12785.6952886581,13039.0850543976,13416.5757365227,13816.4538936615
"Euro Zone",6810.06281733513,6850.538875103,6903.20091366768,7004.1065762043,7170.60854196548,7337.95469260216,7524.18561506271,7716.5575196743,8045.40186238289,8374.53085899353,8672.34329271317,8883.35433244705,8984.97652053833,8920.02378082275,9135.12866163254,9361.99401569366,9523.5563583374,9777.31751966476,10070.1921787262
"European Union 15",8646.49560832977,8672.71632480621,8757.41649246216,8917.52021217346,9135.63334655762,9374.44533729553,9623.77094078064,9905.03740882874,10338.2209472656,10725.3573551178,11048.4646453857,11265.5199871063,11399.8012752533,11372.3308067322,11686.4967670441,11979.2153606415,12198.1170291901,12549.7428131104,12924.8079490662
"Belgium Luxembourg",285.951731681824,285.110939979553,286.890113830566,288.202821731567,295.909339904785,300.991800308228,307.910795211792,315.330728530884,330.975059509277,343.834794998169,355.143928527832,363.3685131073,369.009466171265,366.89758682251,378.909601211548,387.658727645874,393.773065567017,409.003173828125,418.414791107178
"Austria",208.332885742188,208.032287597656,212.216339111328,218.525726318359,218.637771606445,224.100830078125,229.258270263672,232.369689941406,240.028305053711,249.358383178711,260.194610595703,269.149536132812,274.784240722656,276.231842041016,282.867248535156,290.414093017578,297.237457275391,303.46044921875,314.328643798828
"Belgium",270.425354003906,269.670104980469,271.274597167969,272.120544433594,278.832061767578,283.437774658203,288.604187011719,295.261322021484,309.207122802734,319.934020996094,329.971649169922,336.020294189453,341.163604736328,337.882019042969,348.785369873047,357.103057861328,362.793151855469,376.25439453125,383.686462402344
"Denmark",186.366455078125,185.125,191.946197509766,196.929244995117,205.13362121582,213.346527099609,223.809585571289,224.378555297852,224.347991943359,225.795516967773,229.126541137695,232.319778442383,236.866317749023,236.891555786133,249.523681640625,257.078369140625,264.533813476562,273.159942626953,279.219055175781
"Finland",122.645637512207,124.233627319336,128.069152832031,132.066268920898,136.311050415039,141.131958007812,144.979400634766,150.139358520508,157.961410522461,165.998016357422,167.11979675293,157.235626220703,152.008117675781,150.891647338867,156.835662841797,163.433944702148,169.413711547852,180.005142211914,189.776748657227
"France",1489.72937011719,1505.78491210938,1543.55798339844,1562.94958496094,1586.77624511719,1612.53344726562,1650.44812011719,1692.98547363281,1773.13061523438,1850.31909179688,1904.23767089844,1924.02465820312,1954.802734375,1942.82666015625,1988.39343261719,2029.85302734375,2058.02758789062,2106.13061523438,2181.02880859375
"Germany",2040.54406738281,2051.34350585938,2043.24401855469,2075.3720703125,2133.95874023438,2183.63598632812,2233.58325195312,2264.90161132812,2348.86669921875,2440.3916015625,2568.63427734375,2699.8466796875,2751.78662109375,2725.47485351562,2792.44970703125,2840.97241210938,2864.20874023438,2917.173828125,2974.9228515625
"Greece",184.587692260742,181.719696044922,179.66145324707,177.723571777344,181.296859741211,185.846603393555,186.808654785156,182.588912963867,190.418060302734,197.653945922852,197.653945922852,203.781219482422,205.20768737793,201.924362182617,205.962844848633,210.287490844727,216.306182861328,226.005783081055,234.808486938477
"Ireland",58.3852615356445,60.3266983032227,61.7042427062988,61.5534973144531,64.2337646484375,66.2157745361328,65.9321517944336,69.0066223144531,72.6069869995117,76.8283004760742,83.3329849243164,84.9410095214844,87.7808227539062,90.144416809082,95.3329696655273,104.517753601074,112.679824829102,124.274520874023,134.838104248047
"Italy",1379.81689453125,1391.46557617188,1397.22045898438,1413.55688476562,1459.15612792969,1499.98449707031,1542.88366699219,1592.1318359375,1658.91186523438,1715.1220703125,1749.1806640625,1776.0908203125,1790.90832519531,1775.63537597656,1813.82971191406,1866.19201660156,1890.19812011719,1924.89013671875,1955.99792480469
"Luxembourg",15.5263776779175,15.4408349990845,15.6155166625977,16.0822772979736,17.077278137207,17.5540256500244,19.3066082000732,20.0694065093994,21.767936706543,23.9007740020752,25.1722793579102,27.3482189178467,27.8458614349365,29.015567779541,30.124231338501,30.5556697845459,30.9799137115479,32.748779296875,34.728328704834
"Netherlands",425.567230224609,422.232452392578,416.993560791016,425.625152587891,438.656433105469,449.974548339844,462.515258789062,471.447570800781,487.671081542969,509.226715087891,530.52880859375,543.469116210938,552.741149902344,559.692138671875,576.26513671875,594.221740722656,615.416015625,641.878051757812,670.925659179688
"Portugal",120.97420501709,122.931686401367,125.556739807129,125.339393615723,122.983039855957,126.43571472168,131.671356201172,140.073822021484,150.564102172852,160.261413574219,166.592575073242,173.869689941406,175.763946533203,172.172607421875,173.833801269531,181.278717041016,187.617462158203,195.921813964844,205.309936523438
"Spain",653.867614746094,653.00146484375,661.140869140625,672.843811035156,684.851989746094,700.750366210938,723.548034667969,763.684204101562,802.588745117188,841.329956054688,873.143920898438,895.374206542969,903.694152832031,894.372619628906,915.687255859375,940.937255859375,966.105285644531,1001.75085449219,1044.88610839844
"Sweden",258.40869140625,259.584014892578,262.825347900391,267.820709228516,279.148284912109,285.178924560547,292.854034423828,302.675903320312,310.421508789062,318.66259765625,321.067474365234,317.388122558594,313.710876464844,307.230804443359,319.789184570312,332.658508300781,337.707794189453,347.5029296875,362.191162109375
"United Kingdom",1231.31787109375,1221.82446289062,1246.39001464844,1299.01147460938,1328.580078125,1384.318359375,1427.568359375,1503.32312011719,1589.728515625,1630.57495117188,1642.50744628906,1624.66101074219,1630.73681640625,1671.9443359375,1736.81652832031,1779.71130371094,1824.89196777344,1898.58557128906,1958.15966796875
"Recently Acceded Countries",736.013352155685,724.881612300873,731.019189119339,760.898944139481,794.917524814606,813.082263708115,838.408542156219,860.233861684799,884.691416978836,887.167097091675,859.825130939484,774.699432849884,739.015682220459,739.503433227539,765.377393245697,806.479928016663,840.96802520752,866.832923412323,891.645944595337
"Bulgaria",28.5678977966309,29.9677715301514,30.6673889160156,31.7193737030029,32.796703338623,33.6767845153809,35.0937690734863,37.2185287475586,41.2919807434082,39.9335250854492,36.2926330566406,33.2275886535645,30.811149597168,30.3550796508789,30.9069385528564,31.7909355163574,32.0149612426758,31.666374206543,33.6768684387207
"Croatia",36.6633224487305,37.5426826477051,38.0274543762207,39.3839073181152,41.4065895080566,43.4418296813965,43.7376937866211,45.014949798584,44.181755065918,45.1313400268555,60.3428611755371,47.6105155944824,42.0400848388672,38.6768798828125,38.8821907043457,39.5614471435547,41.8851623535156,44.6686325073242,45.5003089904785
"Cyprus",6.4675726890564,6.63036155700684,7.02962255477905,7.4220290184021,8.07204246520996,8.46616268157959,8.77974510192871,9.40005683898926,10.2128582000732,11.0245180130005,11.8407726287842,11.9283351898193,13.0495986938477,13.1409463882446,13.9162616729736,15.0947170257568,15.2831707000732,15.6867923736572,16.645393371582
"Czech Republic",111.501312255859,114.949844360352,118.504981994629,122.170051574707,125.94849395752,129.843811035156,133.859649658203,137.999649047852,142.267669677734,146.667572021484,144.549774169922,127.760414123535,127.113250732422,127.191940307617,130.892349243164,139.035690307617,144.90690612793,144.045196533203,143.571701049805
"Estonia",12.9213781356812,13.106183052063,13.8532428741455,14.3657932281494,14.76806640625,14.8418970108032,15.005521774292,15.5315198898315,15.9755334854126,16.4655418395996,15.3026170730591,14.0784320831299,11.098217010498,10.461124420166,10.2527599334717,10.5134305953979,11.0731496810913,12.3796281814575,12.889328956604
"Hungary",84.1407928466797,86.5608291625977,89.0144653320312,89.6642761230469,92.0395126342773,91.8135223388672,93.2573013305664,96.9921035766602,99.0584564208984,99.8133087158203,96.2988204956055,91.8265380859375,89.0128021240234,88.4999923706055,91.1082229614258,92.4653015136719,92.4783935546875,95.5673217773438,99.6154098510742
"Latvia",18.9483184814453,19.7501373291016,20.2143230438232,21.269401550293,22.4932060241699,22.4087505340576,23.463830947876,24.0124702453613,25.2362728118896,26.671085357666,26.3377723693848,23.0029449462891,15.7505664825439,13.8590478897095,14.1545486450195,12.7786798477173,13.0801305770874,14.2539587020874,15.1835689544678
"Lithuania",25.3255043029785,26.1087779998779,26.9162540435791,27.7487163543701,28.6069240570068,29.4916839599609,30.4037990570068,31.3441219329834,32.3135185241699,33.3129119873047,34.0075759887695,32.0775032043457,25.2581462860107,21.1598110198975,19.0933036804199,19.320686340332,20.3156929016113,22.0005187988281,23.6433372497559
"Malta",2.90466141700745,3.00085687637329,3.0694100856781,3.05061316490173,3.07936143875122,3.15897154808044,3.28170347213745,3.41659808158875,3.70407891273499,4.00703907012939,4.25913763046265,4.52561044692993,4.7379035949707,4.95019721984863,5.22993803024292,5.56164646148682,5.771728515625,6.07514715194702,6.38653469085693
"Poland",233.321258544922,210.056137084961,200.042831420898,211.172866821289,223.084609985352,231.199478149414,240.968490600586,245.686309814453,255.839904785156,256.250152587891,226.662322998047,210.760650634766,216.061233520508,224.138275146484,236.001480102539,252.407974243164,267.695251464844,284.987152099609,298.138305664062
"Romania",116.206809997559,116.337379455566,120.925971984863,128.237854003906,135.895095825195,135.761871337891,138.934188842773,140.093902587891,139.397659301758,131.329833984375,123.954681396484,107.941955566406,98.4784393310547,99.9840087890625,103.915321350098,111.333015441895,115.641380310059,110.071922302246,107.774444580078
"Slovakia",40.7553863525391,42.0158615112305,43.3153190612793,44.6549682617188,46.0680541992188,47.6797027587891,49.6663551330566,50.8880882263184,51.8760948181152,52.5029106140137,51.1005668640137,43.6532745361328,40.7191162109375,41.4933204650879,44.0681991577148,46.6433258056641,49.7950820922852,52.8164215087891,54.9353179931641
"Slovenia",18.2891368865967,18.8547897338867,19.4379234313965,20.0390930175781,20.6588649749756,21.2977981567383,21.9564933776855,22.6355628967285,23.3356342315674,24.0573577880859,28.8755950927734,26.3056697845459,24.8851737976074,25.592809677124,26.9558792114258,29.9730777740479,31.0270156860352,32.6138572692871,33.6854248046875
"Other Europe",595.599984169006,605.871840715408,603.038547039032,614.238735675812,638.716600418091,665.730229616165,684.051266431808,696.07678103447,709.186740398407,747.192045211792,762.723206043243,758.19383764267,753.714884996414,751.17057800293,772.176725387573,788.953670024872,811.242860794067,842.32859992981,867.879775524139
"Other Western Europe",551.230939388275,560.212934017181,556.208065032959,566.315528869629,589.81511592865,615.643420219421,632.517677783966,643.457876205444,655.493236541748,675.391164302826,695.644031047821,699.554427146912,708.519572257996,715.846494674683,735.743341445923,750.083619117737,768.259191513062,795.968511581421,818.881837844849
"Iceland",6.04446172714233,6.30225896835327,6.43804550170898,6.29955291748047,6.55966854095459,6.77566814422607,7.20053911209106,7.81589317321777,7.80887985229492,7.82906103134155,7.92061185836792,7.902907371521,7.63627147674561,7.73657035827637,8.01577186584473,8.02511692047119,8.40912437438965,8.83832359313965,9.45865058898926
"Norway",198.308822631836,201.478332519531,201.952484130859,209.975601196289,222.68424987793,235.05061340332,244.552124023438,248.840042114258,248.204620361328,250.781707763672,255.627899169922,263.51318359375,272.932220458984,280.697998046875,294.888549804688,307.138092041016,322.580963134766,339.628356933594,348.541534423828
"Switzerland",346.877655029297,352.432342529297,347.817535400391,350.040374755859,360.571197509766,373.817138671875,380.765014648438,386.801940917969,399.479736328125,416.780395507812,432.095520019531,428.138336181641,427.951080322266,427.411926269531,432.839019775391,434.92041015625,437.269104003906,447.501831054688,460.881652832031
"Other Central Europe",44.3690447807312,45.6589066982269,46.830482006073,47.9232068061829,48.9014844894409,50.0868093967438,51.5335886478424,52.6189048290253,53.6935038566589,71.8008809089661,67.0791749954224,58.6394104957581,45.1953127384186,35.3240833282471,36.4333839416504,38.870050907135,42.9836692810059,46.3600883483887,48.9979376792908
"Albania",5.44299602508545,5.75573110580444,5.92544412612915,5.99091720581055,5.91593503952026,6.02127695083618,6.36071109771729,6.31059885025024,6.22098588943481,6.83291578292847,6.1786208152771,4.35042858123779,4.03719806671143,4.42476892471313,4.79202508926392,5.42936420440674,5.92343664169312,5.27659702301025,5.74252033233643
"Bosnia and Herzegovina",2.20621776580811,2.27445149421692,2.34479570388794,2.4173150062561,2.4920768737793,2.56915211677551,2.64860987663269,2.73052382469177,2.81497383117676,2.90203475952148,2.99178791046143,2.7121148109436,2.5375382900238,2.48218584060669,2.75850200653076,3.33227014541626,6.29658031463623,8.46194744110107,9.78201103210449
"Macedonia",6.239661693573,6.3670015335083,6.49694108963013,6.62952995300293,6.76482725143433,6.90288591384888,7.04376077651978,7.18751192092896,7.33419513702393,7.48387241363525,7.69325876235962,7.21852588653564,6.74461507797241,6.24084186553955,6.13111734390259,6.06277179718018,6.13462209701538,6.22295951843262,6.43321657180786
"Serbia",30.4801692962646,31.2617225646973,32.0633010864258,32.8854446411133,33.728645324707,34.5934944152832,35.4805068969727,36.3902702331543,37.3233489990234,54.5820579528809,50.2155075073242,44.358341217041,31.8759613037109,22.1762866973877,22.7517395019531,24.0456447601318,24.6290302276611,26.3985843658447,27.040189743042
"Former Soviet Union",1357.30666470528,1421.66806364059,1514.73812294006,1579.78765249252,1640.47443675995,1668.5721487999,1722.05037546158,1771.06835484505,1861.84079885483,1907.17177867889,1849.64143514633,1742.17333030701,1498.7687253952,1357.3843460083,1170.66805934906,1108.94772672653,1069.55969500542,1083.63754653931,1040.10132288933
"Russia",1019.14569091797,1073.16784667969,1155.19348144531,1208.99523925781,1257.94604492188,1275.58581542969,1318.95581054688,1346.65393066406,1422.06652832031,1457.6181640625,1413.8896484375,1342.53149414062,1147.447265625,1047.98034667969,916.251831054688,878.286682128906,846.668395996094,858.521728515625,813.020141601562
"Ukraine",162.886810302734,167.924468994141,173.117935180664,178.472213745117,183.99201965332,189.682403564453,195.548797607422,206.227767944336,211.520538330078,219.712936401367,205.771636962891,188.464920043945,170.18571472168,145.974914550781,112.496971130371,98.7723388671875,88.8951034545898,86.2282485961914,84.5899124145508
