"Country","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Hungary",87.7564849853516,91.6872711181641,95.4226989746094,99.9469528198242,104.029312133789,109.046493530273,113.674018859863,118.256233215332,118.542625427246,119.797142028809,111.771270751953,112.51375579834,114.560478210449,112.874382019043,115.090087890625,119.918212890625,124.529739379883,127.269393920898,132.77099609375,139.534362792969,146.41032409668
"Latvia",14.9046955108643,15.7386417388916,16.7331771850586,17.9239044189453,19.4360332489014,21.0572624206543,23.3195247650146,26.0917720794678,28.7037811279297,27.7432498931885,23.7931251525879,22.7287521362305,24.1572799682617,25.1560001373291,25.7416324615479,26.2346324920654,27.0900192260742,27.5705451965332,28.6147270202637,29.8408203125,30.4965534210205
"Lithuania",21.675594329834,22.5061302185059,23.9745273590088,25.5953845977783,28.2927703857422,30.1459712982178,32.4754753112793,34.8807525634766,38.7479629516602,39.7662925720215,33.8752479553223,34.3773574829102,36.4488143920898,37.8460083007812,39.1927299499512,40.5675964355469,41.3923950195312,42.4503631591797,44.2534713745117,45.8664054870605,47.6691436767578
"Malta",6.20461559295654,6.62468004226685,6.66498184204102,6.86378574371338,7.03838443756104,7.06959390640259,7.337082862854,7.47125673294067,7.76909494400024,8.02908897399902,7.83139038085938,8.10883140563965,8.21903324127197,8.44868659973145,8.85750675201416,9.63613700866699,10.6823949813843,11.3051862716675,12.0367670059204,12.917163848877,13.4834642410278
"Poland",267.802337646484,280.012908935547,283.507415771484,289.295562744141,299.601623535156,314.988098144531,325.991333007812,346.135437011719,370.486846923828,386.231781005859,397.123962402344,411.450317382812,432.09375,439.041412353516,445.152404785156,459.924560546875,477.581390380859,492.214019775391,516.517883300781,544.146606445312,566.712463378906
"Romania",99.143440246582,101.583625793457,106.884391784668,112.980003356934,115.625038146973,127.682540893555,133.642944335938,144.372894287109,154.816558837891,169.226043701172,159.889190673828,153.65153503418,156.735565185547,159.9912109375,165.614181518555,171.262969970703,177.893447875977,186.43376159668,199.691879272461,208.551940917969,217.05989074707
"Slovakia",47.4457550048828,47.9992179870605,49.5610122680664,51.7959365844727,54.6442413330078,57.5288429260254,61.3392448425293,66.5488891601562,73.7574844360352,77.869384765625,73.6211929321289,77.8329467773438,80.0624313354492,81.5802612304688,82.1275405883789,84.3880462646484,88.4571685791016,90.3353958129883,93.0873107910156,96.7146911621094,99.0344543457031
"Slovenia",31.1447124481201,32.288459777832,33.3270378112793,34.4953536987305,35.5165023803711,37.0647354125977,38.4724426269531,40.6832237243652,43.5229797363281,45.0505676269531,41.6499519348145,42.2096214294434,42.573184967041,41.4494934082031,41.0228614807129,42.1584358215332,43.0901718139648,44.4353179931641,46.5830497741699,48.5014419555664,49.6863250732422
"Other Europe",851.212796211243,883.535798072815,899.517077922821,907.514239311218,913.015709877014,945.280370235443,975.28050327301,1009.78955984116,1049.62352752686,1068.75639057159,1046.39792156219,1067.62780570984,1083.368227005,1099.3766374588,1117.57121562958,1141.33970165253,1160.31437587738,1179.81043338776,1203.90901279449,1232.40915107727,1247.12769317627
"Other Western Europe",807.10711479187,836.839856147766,850.432971954346,855.846968650818,859.187386512756,887.472815513611,913.94108581543,945.210268974304,981.003387451172,996.137323379517,975.007871627808,995.184668540955,1009.54083538055,1025.81031227112,1042.16107559204,1065.84637260437,1083.02292060852,1100.02118873596,1122.36701202393,1147.61520385742,1159.38665962219
"Iceland",11.1071758270264,11.6504945755005,12.1047248840332,12.1871786117554,12.4636011123657,13.4659490585327,14.3183441162109,15.0698881149292,16.4812316894531,16.809534072876,15.670316696167,15.1319036483765,15.4166288375854,15.6164951324463,16.2620582580566,16.600736618042,17.3891010284424,18.541482925415,19.3843765258789,20.123779296875,20.5098896026611
"Norway",293.455505371094,302.860687255859,309.144409179688,313.615417480469,316.469635009766,329.031646728516,337.670227050781,345.773620605469,356.126953125,357.823455810547,351.643768310547,354.111724853516,357.587219238281,367.253082275391,371.050750732422,378.358734130859,385.801544189453,389.935638427734,398.994842529297,404.140106201172,408.806762695312
"Switzerland",502.54443359375,522.328674316406,529.183837890625,530.044372558594,530.254150390625,544.975219726562,561.952514648438,584.366760253906,608.395202636719,621.504333496094,607.693786621094,625.941040039062,636.536987304688,642.940734863281,654.848266601562,670.886901855469,679.832275390625,691.544067382812,703.98779296875,723.351318359375,730.070007324219
