"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"1932","COK","OC","Cook Islands","2021",20,NA,0,0,0,0,0
"2100","COL","SA","Colombia","2021",31,"299.2548828125",1,0,0,0,0
"5040","COM","AF","Comoros","2021",35,NA,0,0,0,0,0
"2226","CPV","AF","Cabo Verde","2021",22,"1.79756569862366",0,0,0,0,0
"2142","CRI","NO","Costa Rica","2021",30,"61.5306282043457",0,0,0,0,0
"2184","CUB","NO","Cuba","2021",35,"86.4809265136719",0,0,0,0,0
"2268","CUW","NO","Curacao","2021",22,NA,0,0,0,0,0
"5250","CYM","NO","Cayman Islands","2021",0,NA,0,0,0,0,0
"2352","CYP","EU","Cyprus","2021",12.5,"22.5550861358643",0,1,0,0,0
"2394","CZE","EU","Czechia","2021",19,"204.123809814453",1,1,0,0,0
"2436","DEU","EU","Germany","2021",29.937781,"3509.21459960938",1,1,1,1,0
"2478","DJI","AF","Djibouti","2021",25,"2.89183592796326",0,0,0,0,0
"2562","DMA","NO","Dominica","2021",25,"0.531891405582428",0,0,0,0,0
"2520","DNK","EU","Denmark","2021",22,"326.045501708984",1,1,0,0,0
"2604","DOM","NO","Dominican Republic","2021",27,"87.9067459106445",0,0,0,0,0
"2646","DZA","AF","Algeria","2021",26,"167.336227416992",0,0,0,0,0
"2688","ECU","SA","Ecuador","2021",25,"93.6059188842773",0,0,0,0,0
"2772","EGY","AF","Egypt","2021",22.5,"377.987243652344",0,0,0,0,0
"2856","ERI","AF","Eritrea","2021",30,"4.97613430023193",0,0,0,0,0
"2898","ESP","EU","Spain","2021",25,"1195.8466796875",1,1,0,0,0
"2730","EST","EU","Estonia","2021",20,"26.629846572876",1,1,0,0,0
"2940","ETH","AF","Ethiopia","2021",30,"96.0422439575195",0,0,0,0,0
"2982","FIN","EU","Finland","2021",20,"245.078460693359",1,1,0,0,0
"3024","FJI","OC","Fiji","2021",20,"5.21099996566772",0,0,0,0,0
"3066","FLK","SA","Falkland Islands (Malvinas)","2021",26,NA,0,0,0,0,0
"3192","FRA","EU","France","2021",28.4075,"2460.5712890625",1,1,1,1,0
"3150","FRO","EU","Faroe Islands","2021",18,NA,0,0,0,0,0
"3108","FSM","OC","Micronesia (Federated States of)","2021",30,NA,0,0,0,0,0
"3234","GAB","AF","Gabon","2021",30,"15.2837114334106",0,0,0,0,0
"3276","GBR","EU","United Kingdom of Great Britain and Northern Ireland","2021",19,"2888.98852539062",1,0,1,1,0
"3360","GEO","AS","Georgia","2021",15,"17.4838199615479",0,0,0,0,0
"3444","GGY","EU","Guernsey","2021",0,NA,0,0,0,0,0
"3486","GHA","AF","Ghana","2021",25,"64.1059417724609",0,0,0,0,0
"3528","GIB","EU","Gibraltar","2021",12.5,NA,0,0,0,0,0
"3654","GIN","AF","Guinea","2021",35,"12.4980211257935",0,0,0,0,0
"3612","GMB","AF","Gambia","2021",27,"1.64419078826904",0,0,0,0,0
"3948","GNB","AF","Guinea-Bissau","2021",25,"1.29118072986603",0,0,0,0,0
"3738","GNQ","AF","Equatorial Guinea","2021",35,"8.69027900695801",0,0,0,0,0
"3780","GRC","EU","Greece","2021",24,"193.152847290039",1,1,0,0,0
"3318","GRD","NO","Grenada","2021",28,"1.12015688419342",0,0,0,0,0
"3570","GRL","NO","Greenland","2021",26.5,NA,0,0,0,0,0
"3864","GTM","NO","Guatemala","2021",25,"71.568489074707",0,0,0,0,0
"3906","GUM","OC","Guam","2021",21,NA,0,0,0,0,0
"3990","GUY","SA","Guyana","2021",25,"3.54596424102783",0,0,0,0,0
"4032","HKG","AS","China, Hong Kong Special Administrative Region","2021",16.5,"320.368957519531",0,0,0,0,0
"4116","HND","NO","Honduras","2021",25,"24.0198421478271",0,0,0,0,0
"4158","HRV","EU","Croatia","2021",18,"53.4597473144531",0,1,0,0,0
"4200","HTI","NO","Haiti","2021",30,"8.52520561218262",0,0,0,0,0
"4242","HUN","EU","Hungary","2021",9,"140.875076293945",1,1,0,0,0
"4284","IDN","AS","Indonesia","2021",22,"1051.84802246094",0,0,0,1,0
"4410","IMN","EU","Isle of Man","2021",0,NA,0,0,0,0,0
"4452","IND","AS","India","2021",30,"2693.42578125",0,0,0,1,1
"4326","IRL","EU","Ireland","2021",12.5,"367.515686035156",1,1,0,0,0
"4578","IRN","AS","Iran (Islamic Republic of)","2021",25,"332.60009765625",0,0,0,0,0
"4536","IRQ","AS","Iraq","2021",15,"192.509582519531",0,0,0,0,0
"4620","ISL","EU","Iceland","2021",20,"19.4096202850342",1,0,0,0,0
"4368","ISR","AS","Israel","2021",23,"343.838439941406",1,0,0,0,0
"4662","ITA","EU","Italy","2021",27.81,"1765.79663085938",1,1,1,1,0
"4746","JAM","NO","Jamaica","2021",25,"14.3455324172974",0,0,0,0,0
"4704","JEY","EU","Jersey","2021",0,NA,0,0,0,0,0
"4788","JOR","AS","Jordan","2021",20,"40.6073341369629",0,0,0,0,0
"4830","JPN","AS","Japan","2021",29.74,"4446.7177734375",1,0,1,1,0
"5292","KAZ","AS","Kazakhstan","2021",20,"206.429351806641",0,0,0,0,0
"4872","KEN","AF","Kenya","2021",30,"82.5504837036133",0,0,0,0,0
"4914","KGZ","AS","Kyrgyzstan","2021",10,"7.67627143859863",0,0,0,0,0
"4956","KHM","AS","Cambodia","2021",20,"25.7504386901855",0,0,0,0,0
"4998","KIR","OC","Kiribati","2021",35,NA,0,0,0,0,0
"5082","KNA","NO","Saint Kitts and Nevis","2021",33,"0.921282589435577",0,0,0,0,0
"5166","KOR","AS","Republic of Korea","2021",27.5,"1633.21606445312",1,0,0,1,0
"5208","KWT","AS","Kuwait","2021",15,"108.806793212891",0,0,0,0,0
"5334","LAO","AS","Lao People's Democratic Republic","2021",20,"19.8178520202637",0,0,0,0,0
"5376","LBN","AS","Lebanon","2021",17,"28.2026233673096",0,0,0,0,0
"5544","LBR","AF","Liberia","2021",25,"3.14315676689148",0,0,0,0,0
"5754","LBY","AF","Libya","2021",20,"21.7899761199951",0,0,0,0,0
"5418","LCA","NO","Saint Lucia","2021",30,"1.88469207286835",0,0,0,0,0
"5460","LIE","EU","Liechtenstein","2021",12.5,NA,0,0,0,0,0
"5502","LKA","AS","Sri Lanka","2021",24,"88.9608001708984",0,0,0,0,0
"5586","LSO","AF","Lesotho","2021",25,"2.38459324836731",0,0,0,0,0
"5628","LTU","EU","Lithuania","2021",15,"47.8822708129883",1,1,0,0,0
"5670","LUX","EU","Luxembourg","2021",24.94,"63.183952331543",1,1,0,0,0
"5712","LVA","EU","Latvia","2021",20,"29.4125442504883",1,1,0,0,0
"6258","MAC","AS","China, Macao Special Administrative Region","2021",12,"40.2566108703613",0,0,0,0,0
"5964","MAF","NO","Saint Martin (French Part)","2021",35,NA,0,0,0,0,0
"5796","MAR","AF","Morocco","2021",31,"110.108627319336",0,0,0,0,0
"5838","MCO","EU","Monaco","2021",26.5,NA,0,0,0,0,0
"5880","MDA","EU","Republic of Moldova","2021",12,"9.06211757659912",0,0,0,0,0
"6006","MDG","AF","Madagascar","2021",20,"14.0194292068481",0,0,0,0,0
"6552","MDV","AS","Maldives","2021",15,"5.10498523712158",0,0,0,0,0
"6636","MEX","NO","Mexico","2021",30,"1159.24633789062",1,0,0,1,0
"6090","MKD","EU","The former Yugoslav Republic of Macedonia","2021",10,"11.0351057052612",0,0,0,0,0
"6132","MLI","AF","Mali","2021",30,"16.2131938934326",0,0,0,0,0
"6468","MLT","EU","Malta","2021",35,"12.829984664917",0,1,0,0,0
"6174","MMR","AS","Myanmar","2021",25,"91.079475402832",0,0,0,0,0
"5922","MNE","EU","Montenegro","2021",9,NA,0,0,0,0,0
"6216","MNG","AS","Mongolia","2021",25,"14.6344966888428",0,0,0,0,0
"6300","MNP","OC","Northern Mariana Islands","2021",21,NA,0,0,0,0,0
"6720","MOZ","AF","Mozambique","2021",32,"18.5134181976318",0,0,0,0,0
"6384","MRT","AF","Mauritania","2021",25,"7.07265520095825",0,0,0,0,0
"6426","MSR","NO","Montserrat","2021",30,NA,0,0,0,0,0
"6510","MUS","AF","Mauritius","2021",15,"12.8913726806641",0,0,0,0,0
"6594","MWI","AF","Malawi","2021",30,"7.40176486968994",0,0,0,0,0
"6678","MYS","AS","Malaysia","2021",24,"347.671173095703",0,0,0,0,0
"6762","NAM","AF","Namibia","2021",32,"10.4844245910645",0,0,0,0,0
"6804","NCL","OC","New Caledonia","2021",30,NA,0,0,0,0,0
"6846","NER","AF","Niger","2021",30,"12.9083070755005",0,0,0,0,0
"6930","NGA","AF","Nigeria","2021",30,"495.954986572266",0,0,0,0,0
"6972","NIC","NO","Nicaragua","2021",30,"12.2912874221802",0,0,0,0,0
"7182","NIU","OC","Niue","2021",30,NA,0,0,0,0,0
"7014","NLD","EU","Netherlands","2021",25,"823.90576171875",1,1,0,0,0
"7056","NOR","EU","Norway","2021",22,"389.772979736328",1,0,0,0,0
"7098","NPL","AS","Nepal","2021",25,"28.6195869445801",0,0,0,0,0
"7140","NRU","OC","Nauru","2021",25,NA,0,0,0,0,0
"7224","NZL","OC","New Zealand","2021",28,"194.44482421875",1,0,0,0,0
"7266","OMN","AS","Oman","2021",15,"71.8008651733398",0,0,0,0,0
"7518","PAK","AS","Pakistan","2021",29,"320.957122802734",0,0,0,0,0
"7308","PAN","NO","Panama","2021",25,"62.0362091064453",0,0,0,0,0
"7350","PER","SA","Peru","2021",29.5,"190.122161865234",0,0,0,0,0
"7476","PHL","AS","Philippines","2021",30,"390.948120117188",0,0,0,0,0
"7434","PNG","OC","Papua New Guinea","2021",30,"24.9916133880615",0,0,0,0,0
"7560","POL","EU","Poland","2021",19,"560.374267578125",1,1,0,0,0
"7686","PRI","NO","Puerto Rico","2021",37.5,"94.0690307617188",0,0,0,0,0
"7770","PRT","EU","Portugal","2021",31.5,"206.899536132812",1,1,0,0,0
"7854","PRY","SA","Paraguay","2021",10,"40.9776191711426",0,0,0,0,0
"7728","PSE","AS","State of Palestine","2021",15,NA,0,0,0,0,0
"7392","PYF","OC","French Polynesia","2021",25,NA,0,0,0,0,0
"7896","QAT","AS","Qatar","2021",10,"167.814987182617",0,0,0,0,0
"7980","ROU","EU","Romania","2021",16,"210.844085693359",0,1,0,0,0
"8064","RUS","EU","Russian Federation","2021",20,"1381.96350097656",0,0,0,1,1
"8106","RWA","AF","Rwanda","2021",30,"11.8117256164551",0,0,0,0,0
"8148","SAU","AS","Saudi Arabia","2021",20,"639.968078613281",0,0,0,1,0
"8274","SDN","AF","Sudan","2021",35,"75.4803161621094",0,0,0,0,0
"8652","SEN","AF","Senegal","2021",30,"23.4236965179443",0,0,0,0,0
"8358","SGP","AS","Singapore","2021",17,"323.145843505859",0,0,0,0,0
"8400","SHN","AF","Saint Helena","2021",25,NA,0,0,0,0,0
"8190","SLB","OC","Solomon Islands","2021",30,"1.33311975002289",0,0,0,0,0
"8568","SLE","AF","Sierra Leone","2021",30,"5.08824777603149",0,0,0,0,0
"8862","SLV","NO","El Salvador","2021",30,"24.5325489044189",0,0,0,0,0
"8610","SMR","EU","San Marino","2021",17,NA,0,0,0,0,0
"8022","SRB","EU","Serbia","2021",15,"44.5548248291016",0,0,0,0,0
"8778","SSD","AF","South Sudan","2021",25,NA,0,0,0,0,0
"8820","STP","AF","Sao Tome and Principe","2021",25,"0.341791242361069",0,0,0,0,0
"8736","SUR","SA","Suriname","2021",36,"4.38174724578857",0,0,0,0,0
"8526","SVK","EU","Slovakia","2021",21,"96.9171447753906",1,1,0,0,0
"8442","SVN","EU","Slovenia","2021",19,"47.6994094848633",1,1,0,0,0
"8316","SWE","EU","Sweden","2021",20.6,"530.9501953125",1,1,0,0,0
"8988","SWZ","AF","Swaziland","2021",27.5,"4.26539611816406",0,0,0,0,0
"8904","SXM","NO","Sint Maarten (Dutch part)","2021",35,NA,0,0,0,0,0
"8232","SYC","AF","Seychelles","2021",33,"1.52847337722778",0,0,0,0,0
"8946","SYR","AS","Syrian Arab Republic","2021",28,"18.2720394134521",0,0,0,0,0
"9030","TCA","NO","Turks and Caicos Islands","2021",0,NA,0,0,0,0,0
"9072","TCD","AF","Chad","2021",35,"10.1529083251953",0,0,0,0,0
"9156","TGO","AF","Togo","2021",27,"5.31373691558838",0,0,0,0,0
"9198","THA","AS","Thailand","2021",20,"442.804412841797",0,0,0,0,0
"9240","TJK","AS","Tajikistan","2021",23,"9.92295837402344",0,0,0,0,0
"9282","TKL","OC","Tokelau","2021",0,NA,0,0,0,0,0
"9366","TKM","AS","Turkmenistan","2021",8,"47.5772666931152",0,0,0,0,0
"9324","TLS","OC","Timor-Leste","2021",10,NA,0,0,0,0,0
"9450","TON","OC","Tonga","2021",25,"0.440257549285889",0,0,0,0,0
"9534","TTO","NO","Trinidad and Tobago","2021",30,"22.1750831604004",0,0,0,0,0
"9408","TUN","AF","Tunisia","2021",15,"44.0870590209961",0,0,0,0,0
"9492","TUR","AS","Turkey","2021",20,"960.491088867188",1,0,0,1,0
"9618","TWN","AS","Taiwan","2021",20,"614.209838867188",0,0,0,0,0
"9660","TZA","AF","United Republic of Tanzania","2021",30,"63.6783714294434",0,0,0,0,0
"9744","UGA","AF","Uganda","2021",30,"42.4785842895508",0,0,0,0,0
"9702","UKR","EU","Ukraine","2021",18,"94.7453842163086",0,0,0,0,0
"9870","URY","SA","Uruguay","2021",25,"54.7773475646973",0,0,0,0,0
"9828","USA","NO","United States of America","2021",25.754568,"19559.5859375",1,0,1,1,0
"9912","UZB","AS","Uzbekistan","2021",7.5,"99.8321762084961",0,0,0,0,0
"9996","VCT","NO","Saint Vincent and the Grenadines","2021",30,"0.764966547489166",0,0,0,0,0
"10038","VEN","SA","Venezuela (Bolivarian Republic of)","2021",34,"108.988868713379",0,0,0,0,0
"10080","VGB","NO","British Virgin Islands","2021",0,NA,0,0,0,0,0
"10122","VIR","NO","United States Virgin Islands","2021",23.1,NA,0,0,0,0,0
"10164","VNM","AS","Viet Nam","2021",20,"267.837341308594",0,0,0,0,0
"10206","VUT","OC","Vanuatu","2021",0,"0.864817976951599",0,0,0,0,0
"10248","WLF","OC","Wallis and Futuna Islands","2021",0,NA,0,0,0,0,0
"10290","WSM","OC","Samoa","2021",27,"0.83669775724411",0,0,0,0,0
"10332","XKX","EU","Kosovo, Republic of","2021",10,NA,0,0,0,0,0
"10374","YEM","AS","Yemen","2021",20,"17.2810096740723",0,0,0,0,0
"10458","ZAF","AF","South Africa","2021",28,"306.721313476562",0,0,0,1,1
"10500","ZMB","AF","Zambia","2021",35,"23.6660957336426",0,0,0,0,0
"10542","ZWE","AF","Zimbabwe","2021",24.72,"19.031909942627",0,0,0,0,0
