"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"1572","BWA","AF","Botswana","2025",22,20.6598376301544,0,0,0,0,0
"1898","CAF","AF","Central African Republic","2025",30,2.34850197667266,0,0,0,0,0
"1767","CAN","NO","Canada","2025",25.981152,1876.31845867001,1,0,1,1,0
"2028","CHE","EU","Switzerland","2025",19.607821,790.831220844938,1,0,0,0,0
"2159","CHL","SA","Chile","2025",27,324.506637104478,1,0,0,0,0
"2289","CHN","AS","China","2025",25,18321.1847031133,0,0,0,1,1
"2093","CIV","AF","Cote d'Ivoire","2025",25,81.038236130021,0,0,0,0,0
"2224","CMR","AF","Cameroon","2025",33,47.033116686042,0,0,0,0,0
"1833","COD","AF","Democratic Republic of the Congo","2025",30,58.0856246253036,0,0,0,0,0
"1963","COG","AF","Congo","2025",28,12.3698996233135,0,0,0,0,0
"2158","COK","OC","Cook Islands","2025",20,NA,0,0,0,0,0
"2354","COL","SA","Colombia","2025",35,383.441860928179,1,0,0,0,0
"5752","COM","AF","Comoros","2025",50,NA,0,0,0,0,0
"2549","CPV","AF","Cabo Verde","2025",21.42,2.53064388270052,0,0,0,0,0
"2419","CRI","NO","Costa Rica","2025",30,77.213496861115,1,0,0,0,0
"2484","CUB","NO","Cuba","2025",35,94.7982942145038,0,0,0,0,0
"2614","CUW","NO","Curacao","2025",22,NA,0,0,0,0,0
"5949","CYM","NO","Cayman Islands","2025",0,NA,0,0,0,0,0
"2616","CYP","EU","Cyprus","2025",15,30.9064222623277,0,1,0,0,0
"2681","CZE","EU","Czechia","2025",21,242.60663334085,1,1,0,0,0
"2746","DEU","EU","Germany","2025",30.058462,3849.72416293164,1,1,1,1,0
"2811","DJI","AF","Djibouti","2025",25,4.08151238803488,0,0,0,0,0
"2941","DMA","NO","Dominica","2025",25,0.598192582200396,0,0,0,0,0
"2876","DNK","EU","Denmark","2025",22,390.064853766382,1,1,0,0,0
"3006","DOM","NO","Dominican Republic","2025",27,109.509564550449,0,0,0,0,0
"3071","DZA","AF","Algeria","2025",26,195.391944643173,0,0,0,0,0
"3136","ECU","SA","Ecuador","2025",25,117.162236338115,0,0,0,0,0
"3266","EGY","AF","Egypt","2025",22.5,295.748653502386,0,0,0,0,0
"3332","ERI","AF","Eritrea","2025",30,2.51944519307481,0,0,0,0,0
"3397","ESP","EU","Spain","2025",25,1449.91242515583,1,1,0,0,0
"3201","EST","EU","Estonia","2025",22,30.6720633722467,1,1,0,0,0
"3462","ETH","AF","Ethiopia","2025",30,126.467012021559,0,0,0,0,0
"3527","FIN","EU","Finland","2025",20,265.620609428535,1,1,0,0,0
"3592","FJI","OC","Fiji","2025",25,6.05541774750798,0,0,0,0,0
"3657","FLK","SA","Falkland Islands (Malvinas)","2025",26,NA,0,0,0,0,0
"3660","FRA","EU","France","2025",36.13,2784.19672004923,1,1,1,1,0
"3659","FRO","EU","Faroe Islands","2025",18,NA,0,0,0,0,0
"3658","FSM","OC","Micronesia (Federated States of)","2025",30,NA,0,0,0,0,0
"3725","GAB","AF","Gabon","2025",30,17.2490489952141,0,0,0,0,0
"3790","GBR","EU","United Kingdom of Great Britain and Northern Ireland","2025",25,2859.12159003261,1,0,1,1,0
"3920","GEO","AS","Georgia","2025",15,25.1912143232398,0,0,0,0,0
"3986","GGY","EU","Guernsey","2025",15,NA,0,0,0,0,0
"3987","GHA","AF","Ghana","2025",25,82.9305415101126,0,0,0,0,0
"4052","GIB","EU","Gibraltar","2025",15,NA,0,0,0,0,0
"4119","GIN","AF","Guinea","2025",25,15.789010429834,0,0,0,0,0
"4054","GMB","AF","Gambia","2025",27,2.25296552827574,0,0,0,0,0
"4382","GNB","AF","Guinea-Bissau","2025",25,1.8899281769282,0,0,0,0,0
"4185","GNQ","AF","Equatorial Guinea","2025",25,9.23023202402197,0,0,0,0,0
"4250","GRC","EU","Greece","2025",22,228.427444527786,1,1,0,0,0
"3855","GRD","NO","Grenada","2025",28,1.27907491619229,0,0,0,0,0
"4053","GRL","NO","Greenland","2025",26.5,NA,0,0,0,0,0
"4316","GTM","NO","Guatemala","2025",25,93.86522162236,0,0,0,0,0
"4381","GUM","OC","Guam","2025",21,NA,0,0,0,0,0
"4447","GUY","SA","Guyana","2025",25,31.1762591602286,0,0,0,0,0
"4512","HKG","AS","China, Hong Kong Special Administrative Region","2025",16.5,353.722237406531,0,0,0,0,0
"4578","HND","NO","Honduras","2025",30,29.3153841910114,0,0,0,0,0
"4643","HRV","EU","Croatia","2025",18,72.7213322642325,0,1,0,0,0
"4708","HTI","NO","Haiti","2025",30,13.705131355084,0,0,0,0,0
"4773","HUN","EU","Hungary","2025",15,177.523008784326,1,1,0,0,0
"4838","IDN","AS","Indonesia","2025",22,1392.57777952679,0,0,0,1,0
"5033","IMN","EU","Isle of Man","2025",15,NA,0,0,0,0,0
"5034","IND","AS","India","2025",30,3920.58098315395,0,0,0,1,1
"4903","IRL","EU","Ireland","2025",15,514.234491701334,1,1,0,0,0
"5165","IRN","AS","Iran (Islamic Republic of)","2025",25,525.1139697254,0,0,0,0,0
"5100","IRQ","AS","Iraq","2025",15,195.12159270142,0,0,0,0,0
"5230","ISL","EU","Iceland","2025",20,30.2931356355794,1,0,0,0,0
"4968","ISR","AS","Israel","2025",23,473.951814367157,1,0,0,0,0
"5295","ITA","EU","Italy","2025",27.81,2087.18148771182,1,1,1,1,0
"5361","JAM","NO","Jamaica","2025",25,16.0573120262012,0,0,0,0,0
"5360","JEY","EU","Jersey","2025",15,NA,0,0,0,0,0
"5426","JOR","AS","Jordan","2025",20,48.7630530631987,0,0,0,0,0
"5491","JPN","AS","Japan","2025",29.74,5090.80463249077,1,0,1,1,0
"5950","KAZ","AS","Kazakhstan","2025",20,220.289978234465,0,0,0,0,0
"5556","KEN","AF","Kenya","2025",30,119.803903384129,0,0,0,0,0
"5621","KGZ","AS","Kyrgyzstan","2025",10,10.7104552470119,0,0,0,0,0
"5686","KHM","AS","Cambodia","2025",20,31.6991449686116,0,0,0,0,0
"5751","KIR","OC","Kiribati","2025",30,NA,0,0,0,0,0
"5753","KNA","NO","Saint Kitts and Nevis","2025",33,1.14560973572086,0,0,0,0,0
"5819","KOR","AS","Republic of Korea","2025",26.4,1928.64600161947,1,0,0,1,0
"5884","KWT","AS","Kuwait","2025",15,126.819534115027,0,0,0,0,0
"6015","LAO","AS","Lao People's Democratic Republic","2025",20,22.2960241557994,0,0,0,0,0
"6080","LBN","AS","Lebanon","2025",17,36.0211808688975,0,0,0,0,0
"6276","LBR","AF","Liberia","2025",25,3.32094050446181,0,0,0,0,0
"6601","LBY","AF","Libya","2025",20,68.0464282004173,0,0,0,0,0
"6145","LCA","NO","Saint Lucia","2025",30,2.21861529881154,0,0,0,0,0
"6210","LIE","EU","Liechtenstein","2025",15,NA,0,0,0,0,0
"6211","LKA","AS","Sri Lanka","2025",30,95.4428170169245,0,0,0,0,0
"6341","LSO","AF","Lesotho","2025",25,2.24394050259861,0,0,0,0,0
"6406","LTU","EU","Lithuania","2025",16,58.5756223364058,1,1,0,0,0
"6471","LUX","EU","Luxembourg","2025",23.87,74.210380136491,1,1,0,0,0
"6536","LVA","EU","Latvia","2025",20,35.1793089708941,1,1,0,0,0
"7125","MAC","AS","China, Macao Special Administrative Region","2025",12,53.0690438159557,0,0,0,0,0
"6798","MAF","NO","Saint Martin (French Part)","2025",20,NA,0,0,0,0,0
"6666","MAR","AF","Morocco","2025",34,141.196126581135,0,0,0,0,0
"6731","MCO","EU","Monaco","2025",25,NA,0,0,0,0,0
"6732","MDA","EU","Republic of Moldova","2025",12,10.9381333250534,0,0,0,0,0
"6799","MDG","AF","Madagascar","2025",20,16.4465970458749,0,0,0,0,0
"7388","MDV","AS","Maldives","2025",15,6.69892999418218,0,0,0,0,0
"7518","MEX","NO","Mexico","2025",30,1318.50439236596,1,0,0,1,0
"6865","MKD","EU","The former Yugoslav Republic of Macedonia","2025",15,13.1586179197374,0,0,0,0,0
"6930","MLI","AF","Mali","2025",30,20.5928767159804,0,0,0,0,0
"7258","MLT","EU","Malta","2025",35,19.722524958186,0,1,0,0,0
"6995","MMR","AS","Myanmar","2025",22,65.5447531840935,0,0,0,0,0
"6797","MNE","EU","Montenegro","2025",15,NA,0,0,0,0,0
"7060","MNG","AS","Mongolia","2025",25,15.7635583142794,0,0,0,0,0
"7190","MNP","OC","Northern Mariana Islands","2025",21,NA,0,0,0,0,0
"7648","MOZ","AF","Mozambique","2025",32,16.7765843447189,0,0,0,0,0
"7192","MRT","AF","Mauritania","2025",25,8.90183637835798,0,0,0,0,0
"7257","MSR","NO","Montserrat","2025",30,NA,0,0,0,0,0
"7323","MUS","AF","Mauritius","2025",15,16.553286973739,0,0,0,0,0
"7453","MWI","AF","Malawi","2025",30,11.175638152901,0,0,0,0,0
"7583","MYS","AS","Malaysia","2025",24,420.150735912028,0,0,0,0,0
"7713","NAM","AF","Namibia","2025",30,14.5238062611728,0,0,0,0,0
"7778","NCL","OC","New Caledonia","2025",30,NA,0,0,0,0,0
"7779","NER","AF","Niger","2025",30,17.9122541534736,0,0,0,0,0
"7845","NGA","AF","Nigeria","2025",30,446.582103416006,0,0,0,0,0
"7910","NIC","NO","Nicaragua","2025",30,16.2484361606823,0,0,0,0,0
"8171","NIU","OC","Niue","2025",30,NA,0,0,0,0,0
"7975","NLD","EU","Netherlands","2025",25.8,947.57733809927,1,1,0,0,0
"8040","NOR","EU","Norway","2025",22,454.753282025218,1,0,0,0,0
"8105","NPL","AS","Nepal","2025",25,40.8761089862262,0,0,0,0,0
"8170","NRU","OC","Nauru","2025",25,NA,0,0,0,0,0
"8172","NZL","OC","New Zealand","2025",28,243.664174813807,1,0,0,0,0
"8237","OMN","AS","Oman","2025",15,87.3962725291216,0,0,0,0,0
"8563","PAK","AS","Pakistan","2025",29,427.681962471726,0,0,0,0,0
"8302","PAN","NO","Panama","2025",25,78.1301759285887,0,0,0,0,0
"8367","PER","SA","Peru","2025",29.5,248.731133247151,0,0,0,0,0
"8498","PHL","AS","Philippines","2025",25,451.095903287379,0,0,0,0,0
"8433","PNG","OC","Papua New Guinea","2025",30,26.6403926588786,0,0,0,0,0
"8628","POL","EU","Poland","2025",19,689.08532644213,1,1,0,0,0
"8695","PRI","NO","Puerto Rico","2025",37.5,105.1809025804,0,0,0,0,0
"8761","PRT","EU","Portugal","2025",30.5,255.10093755879,1,1,0,0,0
"8827","PRY","SA","Paraguay","2025",10,46.8469592587563,0,0,0,0,0
"8760","PSE","AS","State of Palestine","2025",15,NA,0,0,0,0,0
"8432","PYF","OC","French Polynesia","2025",25,NA,0,0,0,0,0
"8892","QAT","AS","Qatar","2025",15,178.616280146534,0,0,0,0,0
"8958","ROU","EU","Romania","2025",16,266.933314551522,0,1,0,0,0
"9088","RUS","EU","Russian Federation","2025",25,1824.70354162516,0,0,0,1,1
"9153","RWA","AF","Rwanda","2025",28,15.7486432912906,0,0,0,0,0
"9218","SAU","AS","Saudi Arabia","2025",20,829.564683918409,0,0,0,1,0
"9413","SDN","AF","Sudan","2025",35,101.447942982506,0,0,0,0,0
"9806","SEN","AF","Senegal","2025",30,32.5296897654536,0,0,0,0,0
"9543","SGP","AS","Singapore","2025",17,420.700111979584,0,0,0,0,0
"9608","SHN","AF","Saint Helena","2025",25,NA,0,0,0,0,0
"9283","SLB","OC","Solomon Islands","2025",30,1.6875529009884,0,0,0,0,0
"9740","SLE","AF","Sierra Leone","2025",25,4.87962364038205,0,0,0,0,0
"10003","SLV","NO","El Salvador","2025",30,29.9651155877872,0,0,0,0,0
"9805","SMR","EU","San Marino","2025",17,NA,0,0,0,0,0
"9871","SOM","AF","Somalia","2025",15,NA,0,0,0,0,0
"9023","SRB","EU","Serbia","2025",15,57.7657978183605,0,0,0,0,0
"9937","SSD","AF","South Sudan","2025",30,NA,0,0,0,0,0
"9938","STP","AF","Sao Tome and Principe","2025",25,0.444354676289542,0,0,0,0,0
"9872","SUR","SA","Suriname","2025",36,3.4543331056005,0,0,0,0,0
"9675","SVK","EU","Slovakia","2025",24,113.206141539033,1,1,0,0,0
"9609","SVN","EU","Slovenia","2025",22,59.34826282193,1,1,0,0,0
"9478","SWE","EU","Sweden","2025",20.6,614.762561716074,1,1,0,0,0
"10134","SWZ","AF","Swaziland","2025",25,5.6458308418631,0,0,0,0,0
"10068","SXM","NO","Sint Maarten (Dutch part)","2025",34.5,NA,0,0,0,0,0
"9348","SYC","AF","Seychelles","2025",25,1.930388247196,0,0,0,0,0
"10069","SYR","AS","Syrian Arab Republic","2025",25,18.8721813323459,0,0,0,0,0
"10199","TCA","NO","Turks and Caicos Islands","2025",0,NA,0,0,0,0,0
"10200","TCD","AF","Chad","2025",35,11.7431135298758,0,0,0,0,0
"10266","TGO","AF","Togo","2025",27,9.4882784081924,0,0,0,0,0
"10331","THA","AS","Thailand","2025",20,514.637570013957,0,0,0,0,0
"10396","TJK","AS","Tajikistan","2025",18,13.1528941635485,0,0,0,0,0
"10461","TKL","OC","Tokelau","2025",0,NA,0,0,0,0,0
"10463","TKM","AS","Turkmenistan","2025",8,64.7089238692239,0,0,0,0,0
"10462","TLS","OC","Timor-Leste","2025",10,NA,0,0,0,0,0
"10593","TON","OC","Tonga","2025",25,0.481591024407521,0,0,0,0,0
"10723","TTO","NO","Trinidad and Tobago","2025",30,23.3306470918817,0,0,0,0,0
"10528","TUN","AF","Tunisia","2025",20,45.3125081708224,0,0,0,0,0
"10658","TUR","AS","Turkey","2025",25,1181.471380123,1,0,0,1,0
"10789","TWN","AS","Taiwan","2025",20,762.044445982973,0,0,0,0,0
"10854","TZA","AF","United Republic of Tanzania","2025",30,78.4663015894648,0,0,0,0,0
"10984","UGA","AF","Uganda","2025",30,47.1196126307239,0,0,0,0,0
"10919","UKR","EU","Ukraine","2025",18,98.3591998600473,0,0,0,0,0
"11115","URY","SA","Uruguay","2025",25,72.2017802551178,0,0,0,0,0
"11050","USA","NO","United States of America","2025",25.569714,23429.5780283527,1,0,1,1,0
"11180","UZB","AS","Uzbekistan","2025",15,95.7528126821177,0,0,0,0,0
"11246","VCT","NO","Saint Vincent and the Grenadines","2025",28,0.976867118631139,0,0,0,0,0
"11311","VEN","SA","Venezuela (Bolivarian Republic of)","2025",34,105.181634163616,0,0,0,0,0
"11376","VGB","NO","British Virgin Islands","2025",0,NA,0,0,0,0,0
"11377","VIR","NO","United States Virgin Islands","2025",23.1,NA,0,0,0,0,0
"11378","VNM","AS","Viet Nam","2025",20,438.296072688358,0,0,0,0,0
"11443","VUT","OC","Vanuatu","2025",0,0.97587104273261,0,0,0,0,0
"11508","WLF","OC","Wallis and Futuna Islands","2025",0,NA,0,0,0,0,0
"11509","WSM","OC","Samoa","2025",27,0.908281556655826,0,0,0,0,0
"11574","XKX","EU","Kosovo, Republic of","2025",10,NA,0,0,0,0,0
"11575","YEM","AS","Yemen","2025",20,15.1348214900005,0,0,0,0,0
"11641","ZAF","AF","South Africa","2025",27,401.340858694525,0,0,0,1,1
"11706","ZMB","AF","Zambia","2025",30,33.7055744574306,0,0,0,0,0
"11771","ZWE","AF","Zimbabwe","2025",25.75,25.9862648525554,0,0,0,0,0
