"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"4451","IND","AS","India","2020",30,2529.46313476562,0,0,0,1,1
"4325","IRL","EU","Ireland","2020",12.5,356.486358642578,1,1,0,0,0
"4577","IRN","AS","Iran (Islamic Republic of)","2020",25,321.538391113281,0,0,0,0,0
"4535","IRQ","AS","Iraq","2020",15,172.870361328125,0,0,0,0,0
"4619","ISL","EU","Iceland","2020",20,18.6690711975098,1,0,0,0,0
"4367","ISR","AS","Israel","2020",23,324.597442626953,1,0,0,0,0
"4661","ITA","EU","Italy","2020",27.81,1698.19689941406,1,1,1,1,0
"4745","JAM","NO","Jamaica","2020",25,13.8441801071167,0,0,0,0,0
"4703","JEY","EU","Jersey","2020",0,NA,0,0,0,0,0
"4787","JOR","AS","Jordan","2020",20,38.6021461486816,0,0,0,0,0
"4829","JPN","AS","Japan","2020",29.74,4338.26123046875,1,0,1,1,0
"5291","KAZ","AS","Kazakhstan","2020",20,199.386245727539,0,0,0,0,0
"4871","KEN","AF","Kenya","2020",30,79.3525772094727,0,0,0,0,0
"4913","KGZ","AS","Kyrgyzstan","2020",10,7.47648572921753,0,0,0,0,0
"4955","KHM","AS","Cambodia","2020",20,24.3618144989014,0,0,0,0,0
"4997","KIR","OC","Kiribati","2020",35,NA,0,0,0,0,0
"5081","KNA","NO","Saint Kitts and Nevis","2020",33,NA,0,0,0,0,0
"5165","KOR","AS","Republic of Korea","2020",27.5,1598.31591796875,1,0,0,1,0
"5207","KWT","AS","Kuwait","2020",15,102.998031616211,0,0,0,0,0
"5333","LAO","AS","Lao People's Democratic Republic","2020",24,18.8356666564941,0,0,0,0,0
"5375","LBN","AS","Lebanon","2020",17,30.7596035003662,0,0,0,0,0
"5543","LBR","AF","Liberia","2020",25,3.05457401275635,0,0,0,0,0
"5753","LBY","AF","Libya","2020",20,15.9874744415283,0,0,0,0,0
"5417","LCA","NO","Saint Lucia","2020",30,1.83782744407654,0,0,0,0,0
"5459","LIE","EU","Liechtenstein","2020",12.5,NA,0,0,0,0,0
"5501","LKA","AS","Sri Lanka","2020",28,87.8479461669922,0,0,0,0,0
"5585","LSO","AF","Lesotho","2020",25,2.33098077774048,0,0,0,0,0
"5627","LTU","EU","Lithuania","2020",15,46.4072570800781,1,1,0,0,0
"5669","LUX","EU","Luxembourg","2020",24.94,60.6913871765137,1,1,0,0,0
"5711","LVA","EU","Latvia","2020",20,28.3043880462646,1,1,0,0,0
"6257","MAC","AS","China, Macao Special Administrative Region","2020",12,36.9688606262207,0,0,0,0,0
"5963","MAF","NO","Saint Martin (French Part)","2020",35,NA,0,0,0,0,0
"5795","MAR","AF","Morocco","2020",31,106.586738586426,0,0,0,0,0
"5837","MCO","EU","Monaco","2020",28,NA,0,0,0,0,0
"5879","MDA","EU","Republic of Moldova","2020",12,8.78386974334717,0,0,0,0,0
"6005","MDG","AF","Madagascar","2020",20,13.5453424453735,0,0,0,0,0
"6551","MDV","AS","Maldives","2020",15,4.8342661857605,0,0,0,0,0
"6635","MEX","NO","Mexico","2020",30,1104.04418945312,1,0,0,1,0
"6089","MKD","EU","The former Yugoslav Republic of Macedonia","2020",10,10.661937713623,0,0,0,0,0
"6131","MLI","AF","Mali","2020",30,15.7562627792358,0,0,0,0,0
"6467","MLT","EU","Malta","2020",35,12.2531204223633,0,1,0,0,0
"6173","MMR","AS","Myanmar","2020",25,86.1679077148438,0,0,0,0,0
"5921","MNE","EU","Montenegro","2020",9,NA,0,0,0,0,0
"6215","MNG","AS","Mongolia","2020",25,13.6132001876831,0,0,0,0,0
"6299","MNP","OC","Northern Mariana Islands","2020",21,NA,0,0,0,0,0
"6719","MOZ","AF","Mozambique","2020",32,17.8017444610596,0,0,0,0,0
"6383","MRT","AF","Mauritania","2020",25,6.85268402099609,0,0,0,0,0
"6425","MSR","NO","Montserrat","2020",30,NA,0,0,0,0,0
"6509","MUS","AF","Mauritius","2020",15,12.5402460098267,0,0,0,0,0
"6593","MWI","AF","Malawi","2020",30,7.29237937927246,0,0,0,0,0
"6677","MYS","AS","Malaysia","2020",24,332.428039550781,0,0,0,0,0
"6761","NAM","AF","Namibia","2020",32,10.3806180953979,0,0,0,0,0
"6803","NCL","OC","New Caledonia","2020",30,NA,0,0,0,0,0
"6845","NER","AF","Niger","2020",30,12.2702541351318,0,0,0,0,0
"6929","NGA","AF","Nigeria","2020",30,483.386932373047,0,0,0,0,0
"6971","NIC","NO","Nicaragua","2020",30,11.8287048339844,0,0,0,0,0
"7181","NIU","OC","Niue","2020",30,NA,0,0,0,0,0
"7013","NLD","EU","Netherlands","2020",25,796.897277832031,1,1,0,0,0
"7055","NOR","EU","Norway","2020",22,379.651733398438,1,0,0,0,0
"7097","NPL","AS","Nepal","2020",25,27.0608806610107,0,0,0,0,0
"7139","NRU","OC","Nauru","2020",25,NA,0,0,0,0,0
"7223","NZL","OC","New Zealand","2020",28,190.069702148438,1,0,0,0,0
"7265","OMN","AS","Oman","2020",15,67.7482604980469,0,0,0,0,0
"7517","PAK","AS","Pakistan","2020",29,314.468200683594,0,0,0,0,0
"7307","PAN","NO","Panama","2020",25,59.5211181640625,0,0,0,0,0
"7349","PER","SA","Peru","2020",29.5,183.692916870117,0,0,0,0,0
"7475","PHL","AS","Philippines","2020",30,363.148620605469,0,0,0,0,0
"7433","PNG","OC","Papua New Guinea","2020",30,24.1464862823486,0,0,0,0,0
"7559","POL","EU","Poland","2020",19,540.069458007812,1,1,0,0,0
"7685","PRI","NO","Puerto Rico","2020",37.5,92.0750198364258,0,0,0,0,0
"7769","PRT","EU","Portugal","2020",31.5,199.662078857422,1,1,0,0,0
"7853","PRY","SA","Paraguay","2020",10,39.7840957641602,0,0,0,0,0
"7727","PSE","AS","State of Palestine","2020",15,NA,0,0,0,0,0
"7391","PYF","OC","French Polynesia","2020",25,NA,0,0,0,0,0
"7895","QAT","AS","Qatar","2020",10,NA,0,0,0,0,0
"7979","ROU","EU","Romania","2020",16,203.639068603516,0,1,0,0,0
"8063","RUS","EU","Russian Federation","2020",20,1337.07482910156,0,0,0,1,1
"8105","RWA","AF","Rwanda","2020",30,11.459906578064,0,0,0,0,0
"8147","SAU","AS","Saudi Arabia","2020",20,621.283630371094,0,0,0,1,0
"8273","SDN","AF","Sudan","2020",35,71.7940368652344,0,0,0,0,0
"8651","SEN","AF","Senegal","2020",30,22.3295478820801,0,0,0,0,0
"8357","SGP","AS","Singapore","2020",17,314.309875488281,0,0,0,0,0
"8399","SHN","AF","Saint Helena","2020",25,NA,0,0,0,0,0
"8189","SLB","OC","Solomon Islands","2020",30,1.29303562641144,0,0,0,0,0
"8567","SLE","AF","Sierra Leone","2020",30,4.91618156433105,0,0,0,0,0
"8861","SLV","NO","El Salvador","2020",30,23.9225254058838,0,0,0,0,0
"8609","SMR","EU","San Marino","2020",17,NA,0,0,0,0,0
"8021","SRB","EU","Serbia","2020",15,42.923210144043,0,0,0,0,0
"8777","SSD","AF","South Sudan","2020",25,NA,0,0,0,0,0
"8819","STP","AF","Sao Tome and Principe","2020",25,NA,0,0,0,0,0
"8735","SUR","SA","Suriname","2020",36,4.40376615524292,0,0,0,0,0
"8525","SVK","EU","Slovakia","2020",21,91.4541015625,1,1,0,0,0
"8441","SVN","EU","Slovenia","2020",19,45.648853302002,1,1,0,0,0
"8315","SWE","EU","Sweden","2020",21.4,518.6748046875,1,1,0,0,0
"8987","SWZ","AF","Swaziland","2020",27.5,4.18176078796387,0,0,0,0,0
"8903","SXM","NO","Sint Maarten (Dutch part)","2020",35,NA,0,0,0,0,0
"8231","SYC","AF","Seychelles","2020",33,1.46175122261047,0,0,0,0,0
"8945","SYR","AS","Syrian Arab Republic","2020",28,17.4038543701172,0,0,0,0,0
"9029","TCA","NO","Turks and Caicos Islands","2020",0,NA,0,0,0,0,0
"9071","TCD","AF","Chad","2020",35,10.0523843765259,0,0,0,0,0
"9155","TGO","AF","Togo","2020",27,5.14896965026855,0,0,0,0,0
"9197","THA","AS","Thailand","2020",20,428.577575683594,0,0,0,0,0
"9239","TJK","AS","Tajikistan","2020",23,9.70115661621094,0,0,0,0,0
"9281","TKL","OC","Tokelau","2020",0,NA,0,0,0,0,0
"9365","TKM","AS","Turkmenistan","2020",8,45.4750556945801,0,0,0,0,0
"9323","TLS","OC","Timor-Leste","2020",10,NA,0,0,0,0,0
"9449","TON","OC","Tonga","2020",25,0.428266108036041,0,0,0,0,0
"9533","TTO","NO","Trinidad and Tobago","2020",30,21.4583740234375,0,0,0,0,0
"9407","TUN","AF","Tunisia","2020",25,43.0293006896973,0,0,0,0,0
"9491","TUR","AS","Turkey","2020",22,924.640197753906,1,0,0,1,0
"9617","TWN","AS","Taiwan","2020",20,594.849487304688,0,0,0,0,0
"9659","TZA","AF","United Republic of Tanzania","2020",30,61.4656105041504,0,0,0,0,0
"9743","UGA","AF","Uganda","2020",30,40.7273101806641,0,0,0,0,0
"9701","UKR","EU","Ukraine","2020",18,91.5167694091797,0,0,0,0,0
"9869","URY","SA","Uruguay","2020",25,52.9249725341797,0,0,0,0,0
"9827","USA","NO","United States of America","2020",25.766571,18814.892578125,1,0,1,1,0
"9911","UZB","AS","Uzbekistan","2020",7.5,96.1410751342773,0,0,0,0,0
"9995","VCT","NO","Saint Vincent and the Grenadines","2020",30,NA,0,0,0,0,0
"10037","VEN","SA","Venezuela (Bolivarian Republic of)","2020",34,122.416305541992,0,0,0,0,0
"10079","VGB","NO","British Virgin Islands","2020",0,NA,0,0,0,0,0
"10121","VIR","NO","United States Virgin Islands","2020",23.1,NA,0,0,0,0,0
"10163","VNM","AS","Viet Nam","2020",20,253.959121704102,0,0,0,0,0
"10205","VUT","OC","Vanuatu","2020",0,0.839629113674164,0,0,0,0,0
"10247","WLF","OC","Wallis and Futuna Islands","2020",0,NA,0,0,0,0,0
"10289","WSM","OC","Samoa","2020",27,0.809185445308685,0,0,0,0,0
"10331","XKX","EU","Kosovo, Republic of","2020",10,NA,0,0,0,0,0
"10373","YEM","AS","Yemen","2020",20,17.0237255096436,0,0,0,0,0
"10457","ZAF","AF","South Africa","2020",28,297.314208984375,0,0,0,1,1
"10499","ZMB","AF","Zambia","2020",35,23.1791286468506,0,0,0,0,0
"10541","ZWE","AF","Zimbabwe","2020",24.72,NA,0,0,0,0,0
