"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"831","ABW","NO","Aruba","2023","22",NA,0,0,0,0,0
"151","AFG","AS","Afghanistan","2023","20",14.8686188886517,0,0,0,0,0
"491","AGO","AF","Angola","2023","25",111.183931203999,0,0,0,0,0
"277","AIA","NO","Anguilla","2023","0",NA,0,0,0,0,0
"875","ALA","EU","Aland Islands","2023","20",NA,0,0,0,0,0
"321","ALB","EU","Albania","2023","15",14.5433817816227,0,0,0,0,0
"44","AND","EU","Andorra","2023","10",NA,0,0,0,0,0
"88","ARE","AS","United Arab Emirates","2023","9",413.482548768402,0,0,0,0,0
"598","ARG","SA","Argentina","2023","35",579.238431254299,0,0,0,1,0
"384","ARM","AS","Armenia","2023","18",13.1481770845031,0,0,0,0,0
"661","ASM","OC","American Samoa","2023","34",NA,0,0,0,0,0
"214","ATG","NO","Antigua and Barbuda","2023","25",1.51015074494539,0,0,0,0,0
"768","AUS","OC","Australia","2023","30",1626.94022747791,1,0,0,1,0
"705","AUT","EU","Austria","2023","24",427.297179224781,1,1,0,0,0
"919","AZE","AS","Azerbaijan","2023","20",58.4473404005813,0,0,0,0,0
"1423","BDI","AF","Burundi","2023","30",3.45677315634406,0,0,0,0,0
"1171","BEL","EU","Belgium","2023","25",511.877574863901,1,1,0,0,0
"1486","BEN","AF","Benin","2023","30",16.9315385241137,0,0,0,0,0
"1763","BES","NO","Bonaire, Sint Eustatius and Saba","2023","25.8",NA,0,0,0,0,0
"1234","BFA","AF","Burkina Faso","2023","27.5",17.8712052872086,0,0,0,0,0
"1108","BGD","AS","Bangladesh","2023","27.5",325.851670503245,0,0,0,0,0
"1297","BGR","EU","Bulgaria","2023","10",60.8146794008965,0,1,0,0,0
"1360","BHR","AS","Bahrain","2023","0",35.6996990530083,0,0,0,0,0
"1870","BHS","NO","Bahamas","2023","0",11.731685827142,0,0,0,0,0
"982","BIH","EU","Bosnia and Herzegovina","2023","10",20.0133360699127,0,0,0,0,0
"1549","BLM","NO","Saint Barthelemy","2023","0",NA,0,0,0,0,0
"2103","BLR","EU","Belarus","2023","20",53.4187342833169,0,0,0,0,0
"2166","BLZ","NO","Belize","2023","0",1.79866655520781,0,0,0,0,0
"1593","BMU","NO","Bermuda","2023","0",NA,0,0,0,0,0
"1700","BOL","SA","Bolivia (Plurinational State of)","2023","25",39.3991388012405,0,0,0,0,0
"1807","BRA","SA","Brazil","2023","34",1866.98687879298,0,0,0,1,1
"1045","BRB","NO","Barbados","2023","5.5",4.76031011889237,0,0,0,0,0
"1637","BRN","AS","Brunei Darussalam","2023","18.5",15.4699271710802,0,0,0,0,0
"1933","BTN","AS","Bhutan","2023","25",2.5381979182122,0,0,0,0,0
"2040","BWA","AF","Botswana","2023","22",18.771948238413,0,0,0,0,0
"2399","CAF","AF","Central African Republic","2023","30",2.19385133980574,0,0,0,0,0
"2229","CAN","NO","Canada","2023","26.21",1766.02145261844,1,0,1,1,0
"2525","CHE","EU","Switzerland","2023","19.653",773.496065231431,1,0,0,0,0
"2695","CHL","SA","Chile","2023","27",276.288475416355,1,0,0,0,0
"2821","CHN","AS","China","2023","25",17325.9177080946,0,0,0,1,1
"2588","CIV","AF","Cote d'Ivoire","2023","25",72.1827176267707,0,0,0,0,0
"2758","CMR","AF","Cameroon","2023","33",40.2158885258217,0,0,0,0,0
"2336","COD","AF","Democratic Republic of the Congo","2023","30",53.7516014638273,0,0,0,0,0
"2462","COG","AF","Congo","2023","28",7.92169878583318,0,0,0,0,0
"2651","COK","OC","Cook Islands","2023","20",NA,0,0,0,0,0
"2884","COL","SA","Colombia","2023","35",358.747568134864,1,0,0,0,0
"6952","COM","AF","Comoros","2023","50",NA,0,0,0,0,0
"3073","CPV","AF","Cabo Verde","2023","22.44",1.9086092142926,0,0,0,0,0
"2947","CRI","NO","Costa Rica","2023","30",68.3422395207385,1,0,0,0,0
"3010","CUB","NO","Cuba","2023","35",80.4465273303228,0,0,0,0,0
"3136","CUW","NO","Curacao","2023","22",NA,0,0,0,0,0
"7229","CYM","NO","Cayman Islands","2023","0",NA,0,0,0,0,0
"3224","CYP","EU","Cyprus","2023","12.5",24.8891037280913,0,1,0,0,0
"3287","CZE","EU","Czechia","2023","19",213.368466057735,1,1,0,0,0
"3350","DEU","EU","Germany","2023","29.941",3659.62675843618,1,1,1,1,0
"3413","DJI","AF","Djibouti","2023","25",3.60361422731593,0,0,0,0,0
"3539","DMA","NO","Dominica","2023","25",0.521037454491203,0,0,0,0,0
"3476","DNK","EU","Denmark","2023","22",360.331000840415,1,1,0,0,0
"3602","DOM","NO","Dominican Republic","2023","27",101.888265623921,0,0,0,0,0
"3665","DZA","AF","Algeria","2023","26",187.754445144777,0,0,0,0,0
"3728","ECU","SA","Ecuador","2023","25",102.649524247529,0,0,0,0,0
"3854","EGY","AF","Egypt","2023","22.5",477.369517979607,0,0,0,0,0
"3961","ERI","AF","Eritrea","2023","30",5.64455144746614,0,0,0,0,0
"4024","ESP","EU","Spain","2023","25",1313.20639180297,1,1,0,0,0
"3791","EST","EU","Estonia","2023","20",29.8987447908536,1,1,0,0,0
"4087","ETH","AF","Ethiopia","2023","30",113.033316230414,0,0,0,0,0
"4150","FIN","EU","Finland","2023","20",263.504086574255,1,1,0,0,0
"4213","FJI","OC","Fiji","2023","20",4.96708147381134,0,0,0,0,0
"4276","FLK","SA","Falkland Islands (Malvinas)","2023","26",NA,0,0,0,0,0
"4408","FRA","EU","France","2023","25.825",2674.00679136092,1,1,1,1,0
"4364","FRO","EU","Faroe Islands","2023","18",NA,0,0,0,0,0
"4320","FSM","OC","Micronesia (Federated States of)","2023","30",NA,0,0,0,0,0
"4471","GAB","AF","Gabon","2023","30",16.4869046655678,0,0,0,0,0
"4534","GBR","EU","United Kingdom of Great Britain and Northern Ireland","2023","25",3164.42555132975,1,0,1,1,0
"4660","GEO","AS","Georgia","2023","15",19.4635611428529,0,0,0,0,0
"4767","GGY","EU","Guernsey","2023","0",NA,0,0,0,0,0
"4811","GHA","AF","Ghana","2023","25",70.7303220655918,0,0,0,0,0
"4874","GIB","EU","Gibraltar","2023","12.5",NA,0,0,0,0,0
"5025","GIN","AF","Guinea","2023","25",14.7606277123035,0,0,0,0,0
"4962","GMB","AF","Gambia","2023","27",1.74285891963285,0,0,0,0,0
"5409","GNB","AF","Guinea-Bissau","2023","25",1.3970361101488,0,0,0,0,0
"5132","GNQ","AF","Equatorial Guinea","2023","35",8.72000895020616,0,0,0,0,0
"5195","GRC","EU","Greece","2023","22",212.785341764823,1,1,0,0,0
"4597","GRD","NO","Grenada","2023","28",1.11362241510444,0,0,0,0,0
"4918","GRL","NO","Greenland","2023","26.5",NA,0,0,0,0,0
"5302","GTM","NO","Guatemala","2023","25",80.5446192533923,0,0,0,0,0
"5365","GUM","OC","Guam","2023","21",NA,0,0,0,0,0
"5472","GUY","SA","Guyana","2023","25",11.2613399182065,0,0,0,0,0
"5535","HKG","AS","China, Hong Kong Special Administrative Region","2023","16.5",350.458056602941,0,0,0,0,0
"5642","HND","NO","Honduras","2023","30",26.6717673850344,0,0,0,0,0
"5705","HRV","EU","Croatia","2023","18",60.4587442257088,0,1,0,0,0
"5768","HTI","NO","Haiti","2023","30",8.7624182645571,0,0,0,0,0
"5831","HUN","EU","Hungary","2023","9",160.931081420684,1,1,0,0,0
"5894","IDN","AS","Indonesia","2023","22",1177.06253977282,0,0,0,1,0
"6083","IMN","EU","Isle of Man","2023","0",NA,0,0,0,0,0
"6127","IND","AS","India","2023","30",3122.47706884914,0,0,0,1,1
"5957","IRL","EU","Ireland","2023","12.5",471.311503716263,1,1,0,0,0
"6297","IRN","AS","Iran (Islamic Republic of)","2023","25",448.460280714763,0,0,0,0,0
"6234","IRQ","AS","Iraq","2023","15",211.578247837988,0,0,0,0,0
"6360","ISL","EU","Iceland","2023","20",21.1278007257129,1,0,0,0,0
"6020","ISR","AS","Israel","2023","23",398.107648109177,1,0,0,0,0
"6423","ITA","EU","Italy","2023","27.81",1919.09979598753,1,1,1,1,0
"6530","JAM","NO","Jamaica","2023","25",15.1631897212307,0,0,0,0,0
"6486","JEY","EU","Jersey","2023","0",NA,0,0,0,0,0
"6593","JOR","AS","Jordan","2023","20",43.4096978488417,0,0,0,0,0
"6656","JPN","AS","Japan","2023","29.74",4592.7711019549,1,0,1,1,0
"7273","KAZ","AS","Kazakhstan","2023","20",224.80361680467,0,0,0,0,0
"6719","KEN","AF","Kenya","2023","30",92.4963344918475,0,0,0,0,0
"6782","KGZ","AS","Kyrgyzstan","2023","10",7.70977414515995,0,0,0,0,0
"6845","KHM","AS","Cambodia","2023","20",26.1388461915967,0,0,0,0,0
"6908","KIR","OC","Kiribati","2023","30",NA,0,0,0,0,0
"6996","KNA","NO","Saint Kitts and Nevis","2023","33",0.952813464408744,0,0,0,0,0
"7103","KOR","AS","Republic of Korea","2023","26.5",1783.59172928531,1,0,0,1,0
"7166","KWT","AS","Kuwait","2023","15",115.719309011458,0,0,0,0,0
"7336","LAO","AS","Lao People's Democratic Republic","2023","20",20.69667600097,0,0,0,0,0
"7399","LBN","AS","Lebanon","2023","17",32.4545038331095,0,0,0,0,0
